full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,ref_coadd_path,ref_field,ref_chip,ref_autoMag,ref_autoMag_Err,ref_psfMag,ref_psfMag_Err,ref_aperMag,ref_aperMag_Err,ref_days_since_discovery,ref_autoS_CM,ref_psfS_CM,ref_aperS_CM,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status,edge,px_from_edge,mag_dif,sci_ref_dif,average_sci_mag,b
AT2025nvd,field15896-2025-05-27,field15896,J,C1,/mnt/photometry/AT2025nvd/field15896-2025-05-27/J/stack/coadd.Open-J.02494299-02494335.C1.fits,/mnt/photometry/AT2025nvd/field15896-2025-05-27/J/stack/GRB_J_C1_Data_VIKING_02494335.ecsv,2025-06-14,8.58,Circle,60.0,1,10,48.0,176.68342,-0.20286,1.0,1.0,2.0,1.24,27.36,1.177,2.34905,0.14511,,,18.243,17.655,0.048,0.06,0.691,,18.437,,,,-0.091,,,0.103,,0.071,2025-05-27,-18,sci,['/mnt/photometry/AT2025nvd/field15896-2026-01-12/J/stack/coadd.Open-J.03365693-03365729.C1.fits'],['field15896-2026-01-12'],['C1'],[17.687],[0.066],[18.311],[0.05],[18.237],[0.049],[212],[2.0],[1.0],[1.0],181753,AT,2025nvd,176.682833,-0.203136,,,,154,WFST,154.0,WFST,22.85,152.0,g,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",6/17/25 13:05,WFST0636qml,2025TNSTR2260....1X,,6/17/25 13:07,6/17/25 13:07,,False,755.9916877932594,0.782,-0.0129999999999999,17.948999999999998,58.52117626415942
AT2025lbx,field16523-2025-06-01,field16523,J,C2,/mnt/photometry/AT2025lbx/field16523-2025-06-01/J/stack/coadd.Open-J.02519569-02519605.C2.fits,/mnt/photometry/AT2025lbx/field16523-2025-06-01/J/stack/GRB_J_C2_Data_VIKING_02519605.ecsv,2025-05-19,8.58,Circle,60.0,1,10,48.0,171.27176,2.18061,1.0,2.0,2.0,1.05,19.43,1.17,0.67556,0.28614,,,18.434,17.939,0.062,0.059,0.779,,18.664,,,,0.054,,,0.284,,0.092,2025-06-01,13,sci,['/mnt/photometry/AT2025lbx/field16523-2026-01-12/J/stack/coadd.Open-J.03365653-03365689.C2.fits'],['field16523-2026-01-12'],['C2'],[18.861],[0.073],[18.79],[0.344],[18.747],[0.083],[238],[1.0],[1.0],[1.0],179872,AT,2025lbx,171.2716444,2.180764517,,,,154,WFST,154.0,WFST,20.03,152.0,g,"Zelin Xu, Dezheng Meng, Ji-an Jiang, Weiyu Wu, Zhengyan Liu, Junhan Zhao, Ziqing Jia (USTC) on behalf of the WFST collaboration",5/22/25 8:57,"WFST0606bnne, ATLAS25fmw, ZTF25aarnynr, PS25dhl",2025TNSTR1900....1X,,5/22/25 8:58,6/14/25 19:42,,False,499.27799566914655,0.7250000000000014,-0.6174999999999997,18.186500000000002,57.507346632650936
AT2025nfv,field15257-2025-05-23,field15257,J,C3,/mnt/photometry/AT2025nfv/field15257-2025-05-23/J/stack/coadd.Open-J.02468199-02468235.C3.fits,/mnt/photometry/AT2025nfv/field15257-2025-05-23/J/stack/GRB_J_C3_Data_VIKING_02468235.ecsv,2025-06-11,8.58,Circle,60.0,1,10,48.0,168.56327,-3.11008,1.0,1.0,2.0,1.08,36.29,1.178,0.15015,0.07332,,,17.788,17.439,0.034,0.034,0.313,,17.653,,,,0.1,,,-0.035,,0.049,2025-05-23,-19,sci,['/mnt/photometry/AT2025nfv/field15257-2025-12-13/J/stack/coadd.Open-J.03289582-03289618.C3.fits'],['field15257-2025-12-13'],['C3'],[17.578],[0.057],[17.79],[0.041],[17.751],[0.043],[185],[2.0],[1.0],[1.0],181336,AT,2025nfv,168.5632331,-3.1101019,,,,74,ALeRCE,48.0,ZTF,18.7633,110.0,g,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, F. Andrades, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",6/11/25 14:06,"ZTF25aaumykp, GOTO25dmq",2025TNSTR2177....1M,,6/11/25 14:06,6/11/25 14:06,,False,737.4732319421248,0.21399999999999864,-0.051000000000000156,17.613500000000002,51.660714808850834
AT2025kov,field12771-2025-04-28,field12771,J,C3,/mnt/photometry/AT2025kov/field12771-2025-04-28/J/stack/coadd.Open-J.02366458-02366494.C3.fits,/mnt/photometry/AT2025kov/field12771-2025-04-28/J/stack/GRB_J_C3_Data_VHS_02366494.ecsv,2025-05-17,8.58,Circle,60.0,1,10,48.0,194.84889,-12.08209,1.0,2.0,2.0,3.25,193.95,1.165,0.57594,0.23161,,,16.486,14.451,0.014,0.046,2.136,,16.455,,,,0.132,,,0.101,,0.008,2025-04-28,-19,sci,['/mnt/photometry/AT2025kov/field12771-2025-04-16/J/stack/coadd.Open-J.02310935-02310971.C3.fits'],['field12771-2025-04-16'],['C3'],[14.362],[0.008],[16.219],[0.064],[16.736],[0.017],[-31],[2.0],[2.0],[2.0],179525,AT,2025kov,194.8487877,-12.08220875,,,,59,GOTO,59.0,GOTO,17.88,120.0,L,"G. Ramsay, D. O'Neill, K. Ackley, M. Dyer, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, K. Noysena, R. Kotak, R. Breton, J. Casares, L. Nuttall, B. Godson, T. Killestein, A. Kumar, M. Pursiainen, on behalf of GOTO collaboration",5/17/25 12:23,"GOTO25crr, ATLAS25fhi, PS25dbc, ZTF23aahmpnb",2025TNSTR1817....1R,,5/17/25 12:23,5/31/25 20:46,,False,571.6802037232269,2.003999999999998,-0.0804999999999998,15.4685,50.89585177557251
AT2025kov,field12770-2025-04-28,field12770,J,C4,/mnt/photometry/AT2025kov/field12770-2025-04-28/J/stack/coadd.Open-J.02366418-02366454.C4.fits,/mnt/photometry/AT2025kov/field12770-2025-04-28/J/stack/GRB_J_C4_Data_VHS_02366454.ecsv,2025-05-17,8.58,Circle,60.0,1,10,48.0,194.84913,-12.08196,1.0,2.0,2.0,3.03,143.7,1.218,1.52157,0.88155,,,16.519,14.559,0.017,0.05,2.025,,16.481,,,,0.103,,,0.064,,0.012,2025-04-28,-19,sci,['/mnt/photometry/AT2025kov/field12770-2025-04-16/J/stack/coadd.Open-J.02310895-02310931.C4.fits'],['field12770-2025-04-16'],['C4'],[14.465],[0.011],[9.547],[0.084],[16.485],[0.016],[-31],[2.0],[2.0],[2.0],179525,AT,2025kov,194.8487877,-12.08220875,,,,59,GOTO,59.0,GOTO,17.88,120.0,L,"G. Ramsay, D. O'Neill, K. Ackley, M. Dyer, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, K. Noysena, R. Kotak, R. Breton, J. Casares, L. Nuttall, B. Godson, T. Killestein, A. Kumar, M. Pursiainen, on behalf of GOTO collaboration",5/17/25 12:23,"GOTO25crr, ATLAS25fhi, PS25dbc, ZTF23aahmpnb",2025TNSTR1817....1R,,5/17/25 12:23,5/31/25 20:46,,False,425.25954584322994,1.9220000000000024,0.06399999999999917,15.538999999999998,50.89585177557251
AT2025lri,field13385-2025-05-06,field13385,J,C1,/mnt/photometry/AT2025lri/field13385-2025-05-06/J/stack/coadd.Open-J.02398621-02398657.C1.fits,/mnt/photometry/AT2025lri/field13385-2025-05-06/J/stack/GRB_J_C1_Data_VHS_02398657.ecsv,2025-05-20,8.58,Circle,60.0,1,10,48.0,185.91005,-9.23984,2.0,2.0,2.0,1.06,141.19,1.192,3.18231,0.87621,,,15.897,15.5,0.009,0.018,0.522,,15.949,,,,0.073,,,0.125,,0.01,2025-05-06,-14,sci,['/mnt/photometry/AT2025lri/field13385-2025-05-04/J/stack/coadd.Open-J.02383261-02383297.C1.fits'],['field13385-2025-05-04'],['C1'],[15.526],[0.011],[15.946],[0.017],[15.897],[0.009],[-16],[2.0],[2.0],[2.0],180273,AT,2025lri,185.9091512,-9.239855645,,,,114,DESIRT,114.0,DESIRT,19.3347,22.0,r,"Xander J. Hall (Carnegie Mellon U.), Tomás Ahumada (Caltech), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of 2DTS/ZTF",5/23/25 21:13,T202505201223382m091423,2025TNSTR1913....1H,,5/23/25 21:16,5/23/25 21:16,,False,1332.563543141772,0.44899999999999984,-0.0129999999999999,15.6985,53.093194293858055
AT2025lnp,field13384-2025-05-04,field13384,J,C4,/mnt/photometry/AT2025lnp/field13384-2025-05-04/J/stack/coadd.Open-J.02383221-02383257.C4.fits,/mnt/photometry/AT2025lnp/field13384-2025-05-04/J/stack/GRB_J_C4_Data_VHS_02383257.ecsv,2025-05-20,8.58,Circle,60.0,1,10,48.0,185.07994,-9.69515,0.0,0.0,0.0,0.78,172.61,1.112,0.51564,-1.0,,,14.98,14.975,0.007,0.265,99.0,,17.302,,,,99.0,,,99.0,,0.007,2025-05-04,-16,sci,['/mnt/photometry/AT2025lnp/field13384-2025-05-06/J/stack/coadd.Open-J.02398581-02398617.C4.fits'],['field13384-2025-05-06'],['C4'],[15.522],[0.012],[15.943],[0.022],[15.826],[0.01],[-14],[0.0],[0.0],[0.0],180176,AT,2025lnp,185.0798268,-9.695057992,,,,114,DESIRT,114.0,DESIRT,16.9812,22.0,r,"Xander J. Hall (Carnegie Mellon U.), Tomás Ahumada (Caltech), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of 2DTS/ZTF",5/23/25 21:13,T202505201220192m094142,2025TNSTR1913....1H,,5/23/25 21:14,5/23/25 21:14,,False,1056.2008877068934,2.327,-0.6965000000000003,14.9775,52.48589338042579
AT2025lne,field13383-2025-05-06,field13383,J,C3,/mnt/photometry/AT2025lne/field13383-2025-05-06/J/stack/coadd.Open-J.02398541-02398577.C3.fits,/mnt/photometry/AT2025lne/field13383-2025-05-06/J/stack/GRB_J_C3_Data_VHS_02398577.ecsv,2025-05-20,8.58,Circle,60.0,1,10,48.0,183.66913,-9.63951,1.0,2.0,2.0,1.2,60.99,1.583,0.99265,0.91201,,,17.028,16.602,0.022,0.024,0.515,,17.06,,,,0.058,,,0.09,,0.029,2025-05-06,-14,sci,['/mnt/photometry/AT2025lne/field13383-2025-05-04/J/stack/coadd.Open-J.02383181-02383217.C3.fits'],['field13383-2025-05-04'],['C3'],[16.613],[0.031],[17.161],[0.027],[17.096],[0.022],[-16],[2.0],[1.0],[1.0],180165,AT,2025lne,183.6692092,-9.639776417,,,,114,DESIRT,114.0,DESIRT,21.1375,22.0,r,"Xander J. Hall (Carnegie Mellon U.), Tomás Ahumada (Caltech), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of 2DTS/ZTF",5/23/25 21:13,A202505201214406m093823,2025TNSTR1913....1H,,5/23/25 21:14,5/23/25 21:14,,False,772.0841853627203,0.4579999999999984,-0.03950000000000031,16.814999999999998,52.22946373201108
AT2025kqj,field13674-2025-04-15,field13674,J,C4,/mnt/photometry/AT2025kqj/field13674-2025-04-15/J/stack/coadd.Open-J.02305463-02305499.C4.fits,/mnt/photometry/AT2025kqj/field13674-2025-04-15/J/stack/GRB_J_C4_Data_VHS_02305499.ecsv,2025-05-04,8.58,Circle,60.0,1,10,48.0,159.08456,-8.57217,0.0,0.0,0.0,1.73,35.4,1.184,0.57844,-1.0,,,17.614,16.647,0.042,0.15,99.0,,15.508,,,,99.0,,,99.0,,0.043,2025-04-15,-19,sci,['/mnt/photometry/AT2025kqj/field13674-2026-01-12/J/stack/coadd.Open-J.03365293-03365369.C4.fits'],['field13674-2026-01-12'],['C4'],[16.623],[0.061],[18.295],[0.066],[18.243],[0.057],[253],[0.0],[0.0],[0.0],179565,AT,2025kqj,159.0844129,-8.572238494,,,,114,DESIRT,114.0,DESIRT,21.4227,23.0,i,"Xander J. Hall (Carnegie Mellon U.), Lei Hu (Carnegie Mellon U.), Antonella Palmese (Carnegie Mellon U.), Brendan O'Connor (Carnegie Mellon U.), Yuhan Chen (UC Berkeley), Aidan Catalano (Carnegie Mellon U.), Xingzhuo Chen (Texas A&M U.), Lifan Wang (Texas A&M U.), Tomás Cabrera (Carnegie Mellon U.), Keerthi Kunnumkai (Carnegie Mellon U.) on behalf of the DECam DESI Transients Survey team",5/18/25 19:30,C202504181036203m083420,2025TNSTR1825....1H,,5/18/25 19:30,5/18/25 19:30,,True,351.56931364803404,1.1389999999999993,-0.3025000000000002,17.130499999999998,41.46091847405398
AT2025kjv,field18073-2025-03-28,field18073,J,C4,/mnt/photometry/AT2025kjv/field18073-2025-03-28/J/stack/coadd.Open-J.02241564-02241762.C4.fits,/mnt/photometry/AT2025kjv/field18073-2025-03-28/J/stack/GRB_J_C4_Data_UKIDSS_J_02241762.ecsv,2025-03-29,60.06,Circle,240.0,1,10,48.0,143.0776,7.3849,1.0,2.0,2.0,1.64,53.29,1.483,1.97722,0.18074,,,18.168,17.348,0.029,0.084,1.048,,18.465,,,,-0.069,,,0.228,,0.038,2025-03-28,-1,sci,['/mnt/photometry/AT2025kjv/field18073-2025-04-01/J/stack/coadd.Open-J.02265489-02265687.C4.fits'],['field18073-2025-04-01'],['C4'],[17.361],[0.032],[18.858],[0.125],[18.196],[0.03],[3],[2.0],[2.0],[2.0],179381,AT,2025kjv,143.077064,7.385021,,,,71,DESGW,71.0,DESGW,22.3,22.0,r,Isaac McMahon,5/13/25 17:23,,2025TNSTR1768....1M,,5/13/25 17:23,5/13/25 17:23,,False,1377.0365410001314,1.1170000000000009,-0.02050000000000196,17.758,38.70047405537394
SN2025ihl,field12740-2025-04-28,field12740,J,C4,/mnt/photometry/SN2025ihl/field12740-2025-04-28/J/stack/coadd.Open-J.02365218-02365254.C4.fits,/mnt/photometry/SN2025ihl/field12740-2025-04-28/J/stack/GRB_J_C4_Data_VHS_02365254.ecsv,2025-04-21,8.58,Circle,60.0,1,10,48.0,159.60042,-11.95352,2.0,2.0,2.0,1.32,147.94,1.736,0.15609,0.11561,,,15.808,15.248,0.009,0.053,0.682,,15.319,,,,0.611,,,0.122,,0.01,2025-04-28,7,sci,['/mnt/photometry/SN2025ihl/field12740-2025-04-16/J/stack/coadd.Open-J.02309695-02309731.C4.fits'],['field12740-2025-04-16'],['C4'],[15.265],[0.01],[15.717],[0.023],[15.811],[0.009],[-5],[2.0],[2.0],[2.0],177884,SN,2025ihl,159.6004048,-11.95356356,0.062,3.0,SN Ia,74,ALeRCE,48.0,ZTF,18.4125,110.0,g,"A. Munoz-Arancibia, F.E. Bauer, G. Pignata, F. Forster, A. Mourao, S. Jurado, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",4/24/25 14:03,"ZTF19aahfevh, GOTO25cqk",2025TNSTR1515....1M,2025TNSCR1747....1C,4/24/25 14:03,5/10/25 19:59,,False,1329.0670701879053,0.0710000000000015,-0.010000000000000675,15.527999999999999,39.22585647113169
AT2025jxs,field19291-2025-03-06,field19291,J,C1,/mnt/photometry/AT2025jxs/field19291-2025-03-06/J/stack/coadd.Open-J.02167102-02167138.C1.fits,/mnt/photometry/AT2025jxs/field19291-2025-03-06/J/stack/GRB_J_C1_Data_2MASS_02167138.ecsv,2025-02-21,8.58,Circle,60.0,1,10,48.0,112.10052,12.33552,0.0,0.0,0.0,1.38,7.78,1.154,3.95182,-1.0,,,19.1,18.725,0.123,0.137,99.0,,19.517,,,,99.0,,,99.0,,0.127,2025-03-06,13,sci,['/mnt/photometry/AT2025jxs/field19291-2026-01-11/J/stack/coadd.Open-J.03363457-03363493.C1.fits'],['field19291-2026-01-11'],['C1'],[18.76],[0.144],[19.274],[0.103],[19.355],[0.15],[324],[0.0],[0.0],[0.0],179058,AT,2025jxs,112.101569,12.33592679,,,,4,Pan-STARRS,4.0,Pan-STARRS,19.93,26.0,w,"K. C. Chambers, T. de Boer, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, P. Minguez, G. Paek, A. Schultz, I. A. Smith, R. J. Wainscoat (IfA, University of Hawaii), S. J. Smartt, K. W. Smith (University of Oxford / Queen's University Belfast), S. Srivastav (University of Oxford), D. R. Young, M. Fulton, M. Nicholl, T. Moore, J. Weston, C. R. Angus (Queen's University Belfast)",5/6/25 22:30,PS25ckm,2025TNSTR1689....1C,,5/6/25 22:30,5/6/25 22:30,,False,461.3267028027326,0.791999999999998,-0.14499999999999957,18.9125,13.421175193377787
AT2025crt,field13095-2025-03-09,field13095,H,C2,/mnt/photometry/AT2025crt/field13095-2025-03-09/H/stack/coadd.Open-H.02175654-02176950.C2.fits,/mnt/photometry/AT2025crt/field13095-2025-03-09/H/stack/GRB_H_C2_Data_VHS_02176950.ecsv,2025-02-20,8.58,Random,90.0,1,10,48.0,211.46646,-10.43512,2.0,2.0,2.0,2.94,99.63,2.603,2.81813,0.1299,,,16.495,15.144,0.016,0.021,1.663,,16.3,,,,0.506,,,0.311,,0.019,2025-03-09,17,sci,['/mnt/photometry/AT2025crt/field13095-2025-03-12/H/stack/coadd.Open-H.02193666-02193702.C2.fits'],['field13095-2025-03-12'],['C2'],[15.162],[0.019],[16.605],[0.05],[16.517],[0.018],[20],[2.0],[2.0],[2.0],173440,AT,2025crt,211.466041,-10.43578455,,,,48,ZTF,48.0,ZTF,20.1492,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2/25/25 11:03,"ZTF25aaggnbe, BGEM J140551.84-102608.9, PS20euk",2025TNSTR.781....1S,,2/25/25 11:03,5/4/25 23:30,,False,1070.2593607713989,1.1560000000000006,-0.019999999999999574,15.819500000000001,48.57768718593572
AT2025crt,field13095-2025-03-09,field13095,J,C2,/mnt/photometry/AT2025crt/field13095-2025-03-09/J/stack/coadd.Open-J.02175614-02176906.C2.fits,/mnt/photometry/AT2025crt/field13095-2025-03-09/J/stack/GRB_J_C2_Data_VHS_02176906.ecsv,2025-02-20,8.58,Random,90.0,1,10,48.0,211.46645,-10.43512,2.0,2.0,2.0,3.09,102.45,2.86,2.80569,0.10985,,,16.803,15.411,0.017,0.021,1.691,,16.649,,,,0.453,,,0.299,,0.014,2025-03-09,17,sci,"['/mnt/photometry/AT2025crt/field13095-2025-03-12/J/stack/coadd.Open-J.02193622-02193658.C2.fits', '/mnt/photometry/AT2025crt/field13095-2025-04-17/J/stack/coadd.Open-J.02316423-02316459.C2.fits']","['field13095-2025-03-12', 'field13095-2025-04-17']","['C2', 'C2']","[15.425, 15.35]","[0.02, 0.017]","[16.799, 16.712]","[0.028, 0.027]","[16.874, 16.877]","[0.022, 0.021]","[20, 56]","[2.0, 2.0]","[2.0, 2.0]","[2.0, 2.0]",173440,AT,2025crt,211.466041,-10.43578455,,,,48,ZTF,48.0,ZTF,20.1492,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",2/25/25 11:03,"ZTF25aaggnbe, BGEM J140551.84-102608.9, PS20euk",2025TNSTR.781....1S,,2/25/25 11:03,5/4/25 23:30,,False,1037.1147999183454,1.2380000000000013,-0.024499999999998856,16.107,48.57768718593572
AT2025iyx,field12444-2025-04-14,field12444,J,C3,/mnt/photometry/AT2025iyx/field12444-2025-04-14/J/stack/coadd.Open-J.02302923-02302959.C3.fits,/mnt/photometry/AT2025iyx/field12444-2025-04-14/J/stack/GRB_J_C3_Data_VHS_02302959.ecsv,2025-04-30,8.58,Circle,60.0,1,10,48.0,174.7936,-13.0814,2.0,2.0,2.0,2.63,41.71,1.368,0.72475,0.2287,,,17.938,16.589,0.047,0.065,1.517,,17.38,,,,0.726,,,0.168,,0.038,2025-04-14,-16,sci,['/mnt/photometry/AT2025iyx/field12444-2025-12-13/J/stack/coadd.Open-J.03289542-03289578.C3.fits'],['field12444-2025-12-13'],['C3'],[16.435],[0.045],[17.809],[0.045],[17.907],[0.044],[227],[2.0],[2.0],[2.0],178367,AT,2025iyx,174.7936057,-13.0812031,,,,48,ZTF,48.0,ZTF,20.05,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",5/2/25 9:48,ZTF25aapgruc,2025TNSTR1632....1S,,5/2/25 9:48,5/2/25 9:48,,False,1777.7986821545892,0.7910000000000004,0.09249999999999936,17.2635,46.13645311365986
AT2025irr,field10031-2025-04-06,field10031,J,C3,/mnt/photometry/AT2025irr/field10031-2025-04-06/J/stack/coadd.Open-J.02283586-02283622.C3.fits,/mnt/photometry/AT2025irr/field10031-2025-04-06/J/stack/GRB_J_C3_Data_VHS_02283622.ecsv,2025-04-23,8.58,Circle,60.0,1,10,48.0,176.44961,-22.15016,2.0,2.0,2.0,1.87,67.86,1.277,0.14384,0.2134,,,16.627,16.02,0.025,0.054,0.898,,16.211,,,,0.707,,,0.292,,0.024,2025-04-06,-17,sci,['/mnt/photometry/AT2025irr/field10031-2025-12-13/J/stack/coadd.Open-J.03289462-03289498.C3.fits'],['field10031-2025-12-13'],['C3'],[16.041],[0.02],[16.555],[0.021],[16.731],[0.022],[234],[2.0],[2.0],[2.0],178151,AT,2025irr,176.4495789,-22.1501265,,,,48,ZTF,48.0,ZTF,19.4244,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",4/30/25 1:46,ZTF25aaobval,2025TNSTR1604....1S,,4/30/25 1:46,4/30/25 1:46,,False,1235.9390568027209,0.19099999999999895,-0.06250000000000178,16.3235,38.267144296662266
